City,Date,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Temperature,Humidity,WindSpeed,WindDirection,Rain,month,day_of_week,day_of_year
Delhi,2019-12-03,175.0,439.3,97.3,96.1,109.4,35.0,4.48,23.1,59.1,12.37,25.63,9.2,0.7,Severe,14.825000000000001,70.5,2.84,288.1666666666667,0.0,12,1,337
Delhi,2019-12-04,440.3,343.8,158.6,50.3,210.8,8.2,3.4,81.7,88.3,17.86,25.71,9.96,84.5,Good,14.529166666666667,76.375,1.74875,237.16666666666666,0.0,12,2,338
Delhi,2019-12-05,83.7,560.9,77.7,98.4,93.1,45.8,6.8,18.8,153.5,16.0,7.14,7.41,454.2,Good,14.85,78.54166666666667,1.5891666666666666,192.33333333333334,0.0,12,3,339
Delhi,2019-12-06,33.3,362.2,123.0,23.9,190.2,18.8,7.8,59.8,57.6,19.81,10.86,9.6,332.8,Satisfactory,15.533333333333333,83.70833333333333,1.6375,324.4166666666667,0.0,12,4,340
Delhi,2019-12-07,394.0,422.7,82.4,92.2,239.9,26.3,2.36,17.7,129.9,3.14,27.7,3.64,270.1,Satisfactory,15.924999999999999,81.58333333333333,1.4662499999999998,239.79166666666666,0.0,12,5,341
Delhi,2019-12-08,386.7,418.6,60.5,101.2,171.9,25.5,8.95,70.4,118.2,18.4,21.01,0.7,482.8,Severe,15.495833333333335,80.33333333333333,1.79125,266.2083333333333,0.0,12,6,342
Delhi,2019-12-09,425.1,118.4,141.9,14.8,240.3,17.5,0.52,8.6,34.1,14.87,10.88,8.87,425.1,Poor,14.841666666666667,77.375,1.90125,291.75,0.0,12,0,343
Delhi,2019-12-10,253.1,354.8,68.3,142.1,153.2,20.9,9.03,44.9,157.6,0.69,10.56,0.82,72.2,Severe,14.595833333333333,75.0,2.0,300.7916666666667,0.0,12,1,344
Delhi,2019-12-11,54.8,158.0,125.9,58.2,125.9,18.6,2.48,23.2,33.5,9.85,27.87,5.75,95.8,Moderate,15.270833333333334,73.91666666666667,1.3299999999999998,84.45833333333333,0.0,12,2,345
Delhi,2019-12-12,43.0,196.0,30.7,67.0,150.2,15.1,5.96,58.5,133.4,14.76,3.44,8.99,380.4,Very Poor,15.608333333333334,78.91666666666667,3.5666666666666664,109.5,5.0,12,3,346
Delhi,2019-12-13,324.3,355.3,76.4,149.8,227.5,37.8,6.18,4.2,141.8,3.53,9.48,1.39,290.6,Severe,15.1875,87.33333333333333,3.3833333333333333,153.5,3.3,12,4,347
Delhi,2019-12-14,386.4,430.6,96.3,26.5,31.6,18.9,8.04,0.9,29.4,18.29,28.51,2.19,466.9,Satisfactory,13.070833333333333,84.125,1.195,167.08333333333334,0.0,12,5,348
Delhi,2019-12-15,153.4,172.0,120.0,66.6,231.4,27.3,5.49,6.7,93.7,12.36,24.25,3.28,357.3,Poor,13.275,82.625,2.2041666666666666,310.9166666666667,0.0,12,6,349
Delhi,2019-12-16,186.5,354.1,101.1,52.1,44.5,13.0,9.76,61.5,177.0,0.8,25.76,2.58,149.1,Poor,12.4,83.125,2.7270833333333333,303.8333333333333,0.0,12,0,350
Delhi,2019-12-17,294.3,427.0,170.3,38.4,221.7,38.0,8.36,43.2,70.2,10.94,8.39,3.62,339.4,Severe,11.7875,82.5,2.7570833333333336,294.25,0.0,12,1,351
Delhi,2019-12-18,339.4,347.0,74.9,10.9,160.1,44.3,2.02,89.4,97.6,14.85,14.88,8.53,155.3,Very Poor,11.904166666666667,81.04166666666667,2.53125,250.08333333333334,0.0,12,2,352
Delhi,2019-12-19,446.1,488.6,59.8,40.3,56.2,17.9,6.8,86.4,1.4,3.99,2.34,1.86,24.9,Poor,10.958333333333334,86.58333333333333,1.2695833333333333,190.54166666666666,0.0,12,3,353
Delhi,2019-12-20,115.6,193.8,22.6,10.7,39.1,47.4,8.02,49.1,15.0,13.66,10.04,7.27,271.8,Poor,12.4,83.54166666666667,1.365,229.08333333333334,0.0,12,4,354
Delhi,2019-12-21,108.6,552.3,174.9,132.3,190.5,28.4,7.04,85.3,9.6,4.52,20.9,7.39,332.3,Very Poor,13.008333333333333,85.0,1.7683333333333333,263.375,0.1,12,5,355
Delhi,2019-12-22,172.5,560.6,89.9,87.0,246.0,27.1,8.22,34.4,140.5,0.65,26.16,7.92,499.8,Severe,12.354166666666666,86.16666666666667,2.6787500000000004,310.0416666666667,0.0,12,6,356
Delhi,2019-12-23,288.9,75.0,50.9,92.8,4.0,40.3,9.46,9.9,161.9,13.76,26.69,2.11,8.1,Very Poor,11.829166666666666,84.41666666666667,2.6750000000000003,277.5416666666667,0.0,12,0,357
Delhi,2019-12-24,415.9,553.1,76.6,25.2,45.4,21.8,2.83,32.8,48.0,10.86,23.98,6.8,134.8,Good,9.295833333333333,91.95833333333333,1.4441666666666666,161.33333333333334,0.0,12,1,358
Delhi,2019-12-25,329.8,436.4,124.6,92.2,181.4,16.8,3.34,84.3,102.0,12.78,15.02,9.64,197.2,Good,8.5875,89.70833333333333,2.594583333333333,310.6666666666667,0.0,12,2,359
Delhi,2019-12-26,153.1,83.5,152.6,61.5,142.9,21.9,5.77,87.5,173.4,11.24,3.38,5.02,402.9,Moderate,8.358333333333333,86.58333333333333,3.157083333333333,310.4583333333333,0.0,12,3,360
Delhi,2019-12-27,275.4,218.4,11.7,122.8,19.7,10.0,9.56,15.4,81.9,5.5,28.07,7.01,205.8,Satisfactory,7.041666666666667,90.75,2.13,308.125,0.0,12,4,361
Delhi,2019-12-28,66.1,334.3,148.3,130.5,179.2,4.9,1.95,64.0,44.7,6.1,24.12,8.42,276.1,Satisfactory,7.070833333333333,89.79166666666667,1.6445833333333333,213.45833333333334,0.0,12,5,362
Delhi,2019-12-29,436.8,55.9,140.9,74.3,221.9,17.3,0.42,71.3,87.8,7.38,4.75,2.56,403.5,Satisfactory,7.520833333333333,88.54166666666667,1.2645833333333334,272.1666666666667,0.0,12,6,363
Delhi,2019-12-30,74.1,464.9,120.5,150.0,82.0,26.9,6.27,63.4,154.9,15.69,27.29,2.32,121.2,Severe,7.016666666666667,89.5,1.7658333333333334,175.5,0.0,12,0,364
Delhi,2019-12-31,228.6,486.9,14.8,110.7,214.6,35.0,1.46,72.8,8.9,14.79,13.97,9.0,192.2,Moderate,7.575,82.20833333333333,1.7541666666666667,127.79166666666667,0.0,12,1,365
Delhi,2020-01-01,457.8,316.1,114.4,88.3,81.9,42.9,7.43,35.3,94.9,2.58,3.18,7.04,311.3,Very Poor,9.770833333333334,81.625,2.0108333333333333,59.208333333333336,0.0,1,2,1
Delhi,2020-01-02,171.9,110.6,36.1,87.6,67.7,2.7,3.39,4.5,188.4,8.45,3.86,7.14,418.2,Moderate,12.841666666666667,79.04166666666667,2.3366666666666664,74.625,0.0,1,3,2
Delhi,2020-01-03,54.5,342.8,110.8,86.6,172.9,47.7,1.88,89.2,72.8,6.44,21.79,9.07,381.8,Satisfactory,13.883333333333333,79.875,1.6362500000000002,168.58333333333334,0.2,1,4,3
Delhi,2020-01-04,360.7,467.9,101.5,92.5,45.9,12.0,5.44,62.8,178.4,5.48,15.48,5.77,89.6,Poor,13.225,84.95833333333333,1.4020833333333333,192.25,0.1,1,5,4
Delhi,2020-01-05,299.4,90.7,188.0,111.4,78.4,37.9,9.41,6.9,58.4,15.91,20.8,4.23,232.2,Good,13.137500000000001,76.16666666666667,2.5120833333333334,308.3333333333333,0.0,1,6,5
Delhi,2020-01-06,285.6,166.9,40.3,149.3,191.0,1.0,5.89,34.8,24.9,13.84,29.78,8.13,117.5,Very Poor,13.195833333333333,79.08333333333333,1.8275,180.20833333333334,0.0,1,0,6
Delhi,2020-01-07,134.1,397.9,10.8,35.6,126.6,28.0,6.94,58.6,108.7,11.08,9.02,1.2,251.6,Moderate,13.9125,84.5,2.5158333333333336,106.04166666666667,1.2000000000000002,1,1,7
Delhi,2020-01-08,490.5,43.3,108.2,9.9,80.9,43.0,7.18,88.1,105.9,0.13,13.71,4.69,267.4,Severe,12.766666666666666,92.58333333333333,2.5316666666666667,165.91666666666666,16.7,1,2,8
Delhi,2020-01-09,99.3,75.8,127.8,86.2,34.1,44.3,2.6,1.0,135.8,4.21,7.53,9.67,159.7,Poor,10.583333333333334,79.5,3.2225,314.75,0.0,1,3,9
Delhi,2020-01-10,169.3,141.1,186.6,63.0,140.1,38.0,4.26,15.3,68.8,3.53,3.38,3.98,252.9,Good,10.0625,79.58333333333333,3.1425,305.3333333333333,0.0,1,4,10
Delhi,2020-01-11,212.1,505.5,113.2,62.4,109.2,12.6,1.82,18.6,26.9,12.58,4.82,8.5,447.0,Poor,10.345833333333333,79.5,2.5191666666666666,306.4583333333333,0.0,1,5,11
Delhi,2020-01-12,170.6,463.1,166.1,86.4,65.1,3.6,4.54,5.3,129.8,1.17,3.81,2.72,73.5,Very Poor,11.604166666666666,79.33333333333333,2.317083333333333,248.83333333333334,0.0,1,6,12
Delhi,2020-01-13,418.7,504.4,123.7,113.3,116.1,39.1,2.97,25.9,171.1,3.58,6.57,8.27,246.0,Moderate,14.041666666666666,84.45833333333333,2.892916666666667,143.75,15.8,1,0,13
Delhi,2020-01-14,185.1,38.3,99.3,142.4,229.7,22.7,3.68,18.2,114.2,2.41,10.03,1.35,234.9,Moderate,14.129166666666668,86.91666666666667,2.0429166666666667,309.0833333333333,0.30000000000000004,1,1,14
Delhi,2020-01-15,299.4,143.8,123.3,108.6,9.8,23.9,8.98,47.8,7.2,6.07,20.43,1.06,447.4,Moderate,12.529166666666667,84.5,2.2491666666666665,327.2083333333333,0.0,1,2,15
Delhi,2020-01-16,282.9,337.1,173.6,81.2,188.8,42.8,4.36,65.5,127.5,11.66,16.93,6.71,169.8,Moderate,12.504166666666668,90.375,2.1341666666666668,217.91666666666666,17.4,1,3,16
Delhi,2020-01-17,480.0,247.8,12.3,139.5,54.6,1.4,6.95,50.2,42.3,9.98,16.45,0.34,211.4,Very Poor,12.987499999999999,89.54166666666667,2.0766666666666667,224.75,0.1,1,4,17
Delhi,2020-01-18,263.3,391.3,5.3,142.9,175.7,19.5,1.27,30.2,3.9,19.26,3.11,0.47,312.6,Moderate,12.4125,88.58333333333333,1.6995833333333332,219.25,0.30000000000000004,1,5,18
Delhi,2020-01-19,285.7,308.5,187.3,111.5,246.1,1.2,3.92,48.9,62.9,1.58,29.11,8.38,366.6,Moderate,11.795833333333334,82.875,2.6037500000000002,304.875,0.0,1,6,19
Delhi,2020-01-20,469.2,216.3,129.1,1.7,149.4,10.1,2.89,59.7,120.9,1.62,10.42,5.93,439.4,Moderate,12.183333333333332,84.875,2.2079166666666667,288.25,0.0,1,0,20
Delhi,2020-01-21,390.7,210.1,70.0,118.3,124.0,20.1,5.35,56.3,169.6,6.98,6.45,0.86,63.6,Moderate,12.512500000000001,86.5,1.3220833333333333,75.875,0.0,1,1,21
Delhi,2020-01-22,74.0,411.2,21.4,142.2,165.0,39.6,7.85,75.7,91.3,6.49,1.83,2.0,63.3,Very Poor,12.370833333333332,83.29166666666667,2.7783333333333338,297.4166666666667,0.0,1,2,22
Delhi,2020-01-23,401.9,318.7,110.3,63.0,73.4,48.7,5.53,93.3,66.4,7.44,8.07,2.09,189.6,Severe,12.362499999999999,68.375,4.90875,297.25,0.0,1,3,23
Delhi,2020-01-24,339.2,305.6,194.2,19.1,221.9,28.6,1.24,51.3,187.7,15.8,19.27,9.51,43.9,Satisfactory,12.633333333333333,63.083333333333336,4.6425,289.2916666666667,0.0,1,4,24
Delhi,2020-01-25,192.0,321.9,55.5,18.2,59.9,47.2,1.1,77.4,20.6,16.41,13.41,6.32,377.0,Moderate,11.395833333333334,78.04166666666667,2.0425,305.3333333333333,0.0,1,5,25
Delhi,2020-01-26,463.6,484.1,116.9,19.9,118.8,40.4,2.87,59.5,24.6,7.58,11.95,2.19,307.7,Good,12.987499999999999,83.33333333333333,1.88,294.1666666666667,0.0,1,6,26
Delhi,2020-01-27,398.9,512.1,45.6,20.0,180.0,8.8,7.44,88.5,89.2,19.59,26.16,0.68,293.4,Satisfactory,13.575000000000001,80.08333333333333,2.2041666666666666,94.41666666666667,1.2000000000000002,1,0,27
Delhi,2020-01-28,32.9,425.3,33.6,43.0,48.5,15.1,4.16,53.0,133.8,7.08,3.31,7.5,16.7,Very Poor,14.216666666666667,84.375,3.48875,109.75,12.7,1,1,28
Delhi,2020-01-29,225.9,282.9,45.9,126.9,164.1,43.8,6.85,13.6,80.5,5.25,11.31,5.33,0.5,Poor,13.316666666666668,83.66666666666667,1.7212500000000002,195.29166666666666,0.0,1,2,29
Delhi,2020-01-30,126.9,581.5,142.3,105.0,155.8,24.5,8.14,20.7,71.2,14.44,19.1,1.32,242.4,Good,12.600000000000001,78.375,3.141666666666667,314.7916666666667,0.0,1,3,30
Delhi,2020-01-31,307.6,202.3,165.2,9.9,222.6,37.6,2.84,72.1,62.1,18.63,29.23,1.81,440.2,Good,12.108333333333334,75.45833333333333,2.4670833333333335,262.6666666666667,0.0,1,4,31
Delhi,2020-02-01,110.8,359.5,128.9,48.3,42.0,13.0,8.81,79.9,108.5,12.44,1.9,3.8,16.9,Good,11.658333333333333,78.125,2.15,243.04166666666666,0.0,2,5,32
Delhi,2020-02-02,153.5,479.9,120.8,85.6,211.2,31.4,0.49,59.2,124.1,19.44,15.76,7.78,347.2,Poor,11.641666666666666,78.95833333333333,2.6941666666666664,299.6666666666667,0.0,2,6,33
Delhi,2020-02-03,14.8,307.8,161.8,28.8,6.5,32.9,9.24,27.6,154.8,15.03,24.87,5.83,472.4,Moderate,12.291666666666666,75.5,2.1041666666666665,254.125,0.0,2,0,34
Delhi,2020-02-04,491.4,169.3,46.3,47.9,32.2,23.6,5.93,49.6,106.6,1.68,7.25,2.66,247.3,Very Poor,12.916666666666666,76.45833333333333,2.0220833333333332,92.95833333333333,0.0,2,1,35
Delhi,2020-02-05,99.5,88.4,173.5,53.0,66.4,23.4,9.5,2.6,162.4,5.21,9.95,4.24,454.8,Poor,12.758333333333333,75.95833333333333,2.857083333333333,293.375,0.0,2,2,36
Delhi,2020-02-06,272.0,157.9,98.0,106.8,16.0,34.3,2.37,65.9,45.8,0.78,13.77,6.52,401.8,Good,11.570833333333333,76.58333333333333,2.2025,239.58333333333334,0.0,2,3,37
Delhi,2020-02-07,285.3,547.4,160.7,21.2,210.2,31.4,7.85,10.1,69.5,13.04,26.08,4.29,366.1,Satisfactory,12.429166666666667,75.125,1.655,267.9166666666667,0.0,2,4,38
Delhi,2020-02-08,149.6,402.2,27.8,48.1,203.7,11.2,7.11,87.5,198.5,14.32,20.01,5.45,66.6,Moderate,12.216666666666667,78.5,2.29625,305.5416666666667,0.0,2,5,39
Delhi,2020-02-09,148.8,87.0,183.9,94.9,65.2,19.3,7.5,33.3,42.7,8.08,22.89,2.36,381.7,Very Poor,12.487499999999999,78.91666666666667,2.1470833333333332,313.5416666666667,0.0,2,6,40
Delhi,2020-02-10,284.8,559.9,163.5,122.5,114.6,27.9,0.26,54.7,150.6,15.6,17.39,7.77,346.4,Severe,13.15,75.58333333333333,2.3695833333333334,313.6666666666667,0.0,2,0,41
Delhi,2020-02-11,202.0,184.9,69.6,17.5,100.2,3.5,2.42,77.0,154.1,1.97,24.45,9.02,96.2,Very Poor,13.058333333333332,75.04166666666667,2.3470833333333334,306.125,0.0,2,1,42
Delhi,2020-02-12,439.1,528.1,85.6,59.0,207.8,22.0,6.67,7.8,55.9,5.04,14.66,6.11,263.0,Very Poor,15.616666666666667,71.04166666666667,3.643333333333333,291.5,0.0,2,2,43
Delhi,2020-02-13,460.2,18.2,92.8,71.4,99.2,17.0,5.85,61.9,49.9,10.34,7.29,7.86,192.9,Satisfactory,19.020833333333332,59.833333333333336,5.108333333333333,290.75,0.0,2,3,44
Delhi,2020-02-14,103.3,255.6,180.8,68.4,115.0,34.4,2.69,26.3,175.5,9.25,20.09,6.62,43.6,Satisfactory,18.279166666666665,53.833333333333336,5.858333333333333,301.0833333333333,0.0,2,4,45
Delhi,2020-02-15,283.2,343.0,50.7,128.2,61.7,9.8,5.85,16.4,130.0,6.29,10.31,5.42,236.0,Very Poor,17.150000000000002,50.375,4.442916666666666,291.2083333333333,0.0,2,5,46
Delhi,2020-02-16,178.5,358.4,90.9,64.1,36.7,16.4,9.2,79.7,153.9,0.04,27.09,0.37,21.1,Good,16.6375,65.29166666666667,2.6666666666666665,310.1666666666667,0.0,2,6,47
Delhi,2020-02-17,19.6,430.0,9.6,74.9,32.1,23.0,0.92,4.8,95.7,8.51,7.14,7.43,423.4,Severe,16.733333333333334,60.583333333333336,3.04125,291.3333333333333,0.0,2,0,48
Delhi,2020-02-18,273.5,188.3,42.1,85.7,225.2,2.1,9.94,9.6,156.5,13.9,12.0,3.59,262.8,Satisfactory,16.675,52.166666666666664,3.47125,285.1666666666667,0.0,2,1,49
Delhi,2020-02-19,110.2,467.9,56.9,34.5,37.9,11.8,0.77,31.7,79.4,12.47,13.32,7.21,10.1,Severe,17.3125,61.875,3.875833333333333,127.54166666666667,0.0,2,2,50
Delhi,2020-02-20,66.5,289.0,77.7,109.8,213.8,5.6,0.4,14.8,186.9,17.05,23.88,9.45,160.3,Moderate,20.037499999999998,62.708333333333336,5.077916666666667,115.5,1.9000000000000001,2,3,51
Delhi,2020-02-21,55.0,65.1,22.4,119.3,68.1,20.2,1.07,85.8,5.2,17.86,16.5,7.54,157.4,Good,16.3125,83.58333333333333,5.236666666666666,69.5,18.3,2,4,52
Delhi,2020-02-22,256.7,528.0,27.9,44.8,236.6,23.9,3.41,61.0,30.9,11.7,4.28,2.58,172.1,Very Poor,17.75,79.625,2.3966666666666665,109.16666666666667,0.1,2,5,53
Delhi,2020-02-23,331.7,541.5,53.9,50.0,40.4,32.5,7.65,47.1,194.3,16.38,9.04,1.57,434.0,Moderate,17.391666666666666,83.79166666666667,1.95,194.875,2.1,2,6,54
Delhi,2020-02-24,359.6,503.8,115.1,129.0,204.7,39.9,1.02,39.9,0.1,13.42,29.81,2.17,384.1,Good,17.554166666666667,80.375,2.21875,321.1666666666667,0.0,2,0,55
Delhi,2020-02-25,149.3,484.0,24.8,7.4,98.6,3.6,1.03,99.4,48.5,9.41,11.48,9.39,249.0,Moderate,17.837500000000002,77.75,2.46375,290.4583333333333,0.0,2,1,56
Delhi,2020-02-26,487.8,110.3,117.2,109.6,239.1,10.6,1.89,46.3,128.9,2.5,0.22,7.65,297.2,Moderate,17.891666666666666,78.875,1.8029166666666665,203.83333333333334,0.0,2,2,57
Delhi,2020-02-27,102.9,383.4,26.0,94.3,236.0,44.3,4.68,22.5,39.7,0.08,21.8,2.95,134.0,Moderate,18.525000000000002,79.45833333333333,2.1687499999999997,107.20833333333333,0.0,2,3,58
Delhi,2020-02-28,293.5,251.4,84.2,22.6,56.5,42.4,6.52,27.4,23.4,0.05,11.23,5.83,110.3,Poor,19.991666666666667,75.91666666666667,4.0225,118.41666666666667,0.0,2,4,59
Delhi,2020-02-29,278.0,169.0,194.4,111.6,80.9,47.6,8.06,2.2,178.6,12.01,6.42,4.27,315.1,Satisfactory,18.662499999999998,83.66666666666667,3.6158333333333332,123.25,11.7,2,5,60
Delhi,2020-03-01,45.5,507.5,197.8,85.2,170.5,29.0,2.54,38.6,20.4,8.0,23.21,3.22,312.1,Very Poor,19.1375,81.16666666666667,2.1479166666666667,107.29166666666667,0.0,3,6,61
Delhi,2020-03-02,29.6,308.4,128.8,33.6,88.7,31.5,6.0,86.3,33.3,18.03,3.1,9.13,449.3,Satisfactory,19.495833333333334,79.75,1.6479166666666665,205.83333333333334,0.1,3,0,62
Delhi,2020-03-03,177.9,329.1,146.3,70.7,113.3,15.6,5.54,47.9,167.4,19.86,9.94,2.88,432.5,Good,19.333333333333332,71.95833333333333,2.2179166666666665,237.79166666666666,0.0,3,1,63
Delhi,2020-03-04,450.7,190.8,71.0,149.0,50.1,15.1,1.63,21.3,21.0,10.9,5.76,5.0,290.7,Good,18.995833333333334,74.41666666666667,2.07,114.5,0.3,3,2,64
Delhi,2020-03-05,244.9,1.6,37.7,12.2,214.4,23.7,6.5,37.5,80.8,3.99,9.04,0.8,115.6,Good,18.108333333333334,80.125,3.6654166666666668,111.95833333333333,19.4,3,3,65
Delhi,2020-03-06,235.7,449.2,81.2,10.4,126.3,10.7,3.07,30.9,75.3,5.34,23.14,3.47,63.9,Severe,16.2625,86.875,5.152916666666667,123.75,19.6,3,4,66
Delhi,2020-03-07,250.8,575.7,173.2,148.4,227.5,29.6,9.68,54.9,36.8,18.02,12.14,7.7,134.9,Good,15.754166666666668,86.08333333333333,2.924166666666667,124.25,2.0,3,5,67
Delhi,2020-03-08,346.0,75.6,166.5,64.4,247.4,28.3,3.18,94.7,173.2,8.74,10.31,8.65,185.2,Good,16.2375,82.04166666666667,1.925,288.4166666666667,0.0,3,6,68
Delhi,2020-03-09,204.6,139.5,55.2,115.3,248.6,8.8,8.04,82.7,188.5,1.21,11.37,8.69,280.5,Poor,16.8875,69.29166666666667,3.7925,302.2916666666667,0.0,3,0,69
Delhi,2020-03-10,420.5,167.9,181.2,135.9,229.3,13.8,9.88,31.3,88.9,16.52,24.87,4.61,209.6,Satisfactory,17.029166666666665,69.45833333333333,1.6575,234.45833333333334,0.0,3,1,70
Delhi,2020-03-11,1.1,490.8,121.7,12.6,109.4,1.8,8.95,81.9,186.9,4.53,26.96,8.27,348.2,Good,18.770833333333332,73.66666666666667,4.002083333333333,115.66666666666667,3.0,3,2,71
Delhi,2020-03-12,487.4,177.8,154.4,138.9,105.6,25.9,8.2,62.0,115.1,10.51,16.61,5.84,245.8,Very Poor,19.495833333333334,69.08333333333333,3.6175,120.20833333333333,0.1,3,3,72
Delhi,2020-03-13,343.7,164.1,83.9,65.9,33.5,18.2,7.31,0.2,161.4,18.02,24.4,3.08,481.0,Satisfactory,18.754166666666666,66.5,2.330416666666667,188.625,10.1,3,4,73
Delhi,2020-03-14,292.2,471.4,7.4,1.7,224.4,24.2,9.81,12.9,42.9,10.06,8.66,3.83,399.9,Good,16.412499999999998,81.91666666666667,2.65125,152.83333333333334,8.3,3,5,74
Delhi,2020-03-15,336.8,267.3,156.1,94.7,87.0,9.1,9.76,28.9,166.0,9.54,5.4,9.14,333.4,Poor,16.375,78.08333333333333,1.6308333333333334,241.91666666666666,0.2,3,6,75
Delhi,2020-03-16,44.1,536.3,50.3,17.4,159.5,31.3,8.37,40.9,109.1,7.65,3.73,0.64,470.5,Moderate,17.941666666666666,76.625,2.6795833333333334,321.375,0.1,3,0,76
Delhi,2020-03-17,78.6,169.2,137.1,140.1,87.4,4.4,1.36,83.6,152.3,11.54,24.48,2.72,99.6,Very Poor,18.954166666666666,72.04166666666667,2.856666666666667,317.9166666666667,0.0,3,1,77
Delhi,2020-03-18,51.6,257.0,67.2,46.7,18.3,10.8,3.15,88.5,133.1,14.05,2.24,3.29,494.2,Poor,20.433333333333334,69.16666666666667,2.997083333333333,311.625,0.0,3,2,78
Delhi,2020-03-19,184.3,228.0,45.2,146.3,39.0,3.6,7.65,3.9,108.2,12.76,6.1,2.1,16.4,Moderate,20.6125,73.625,2.0295833333333335,235.75,0.2,3,3,79
Delhi,2020-03-20,475.8,491.4,113.4,103.4,27.3,10.7,8.34,99.9,188.9,12.55,18.08,4.61,274.8,Moderate,20.729166666666668,73.0,1.8566666666666667,118.25,0.0,3,4,80
Delhi,2020-03-21,136.9,319.0,46.6,83.2,115.5,5.3,0.38,62.6,189.6,4.32,11.82,3.99,53.0,Severe,21.316666666666666,73.75,1.2875,111.5,4.0,3,5,81
Delhi,2020-03-22,7.0,261.3,141.0,34.8,115.9,28.0,0.99,33.5,6.5,18.54,7.76,1.31,163.6,Satisfactory,21.729166666666668,70.70833333333333,2.0825,207.16666666666666,0.0,3,6,82
Delhi,2020-03-23,229.8,593.7,8.1,126.5,99.8,30.3,3.38,86.4,132.9,7.48,19.63,0.47,148.1,Poor,21.754166666666666,65.54166666666667,1.6370833333333332,198.66666666666666,0.0,3,0,83
Delhi,2020-03-24,224.4,539.2,198.6,129.5,154.7,39.0,3.58,21.5,59.6,15.66,23.13,4.49,33.0,Satisfactory,23.195833333333336,68.08333333333333,1.9854166666666666,160.29166666666666,0.3,3,1,84
Delhi,2020-03-25,133.4,159.2,70.1,111.4,24.2,18.1,3.95,79.7,27.0,11.95,6.67,0.58,277.6,Satisfactory,23.474999999999998,65.33333333333333,2.7895833333333333,222.125,0.0,3,2,85
Delhi,2020-03-26,52.2,203.2,81.7,124.0,21.9,12.5,0.32,62.0,40.3,6.17,2.09,4.48,289.7,Satisfactory,23.245833333333334,64.41666666666667,3.5087499999999996,306.8333333333333,0.0,3,3,86
Delhi,2020-03-27,447.6,165.4,25.8,45.9,181.9,38.6,3.29,67.3,134.8,7.12,3.94,0.36,37.7,Very Poor,21.25,75.375,2.5437499999999997,215.33333333333334,4.9,3,4,87
Delhi,2020-03-28,277.7,296.5,61.4,79.6,137.1,11.1,2.95,75.4,64.4,4.93,0.87,1.71,133.6,Satisfactory,21.120833333333334,70.75,2.842916666666667,314.3333333333333,0.2,3,5,88
Delhi,2020-03-29,391.5,368.6,57.0,68.1,95.7,20.4,3.91,72.0,133.6,10.63,18.43,4.29,13.4,Moderate,21.78333333333333,60.208333333333336,4.0200000000000005,316.3333333333333,0.0,3,6,89
Delhi,2020-03-30,255.5,506.1,130.7,107.4,130.4,21.0,5.84,1.0,55.0,19.08,12.22,1.88,208.6,Very Poor,21.666666666666668,57.458333333333336,3.325416666666667,312.0833333333333,0.0,3,0,90
Delhi,2020-03-31,332.9,98.4,41.5,38.6,96.2,35.5,7.08,85.2,69.9,18.23,2.34,5.12,82.2,Satisfactory,22.520833333333332,58.666666666666664,3.1612500000000003,262.625,0.0,3,1,91
Delhi,2020-04-01,30.7,265.3,167.6,1.5,135.7,13.4,3.37,85.9,14.5,2.18,13.81,3.2,17.3,Severe,23.708333333333332,58.541666666666664,2.17,231.66666666666666,0.0,4,2,92
Delhi,2020-04-02,476.8,577.2,196.9,124.6,103.8,17.0,7.3,48.3,162.8,0.48,25.23,7.25,184.8,Good,23.05,54.916666666666664,4.035833333333334,320.3333333333333,0.0,4,3,93
Delhi,2020-04-03,41.2,311.9,66.4,145.0,138.3,18.7,3.46,87.6,64.5,7.18,15.5,4.09,67.5,Satisfactory,22.099999999999998,46.833333333333336,3.3491666666666666,313.125,0.0,4,4,94
Delhi,2020-04-04,433.9,363.3,191.1,132.3,228.4,19.4,3.86,12.2,25.8,6.94,0.24,7.56,152.4,Satisfactory,22.833333333333332,51.25,3.160833333333333,324.7083333333333,0.0,4,5,95
Delhi,2020-04-05,0.8,46.4,38.6,65.8,63.6,8.2,2.4,21.6,56.7,7.31,20.48,1.52,17.5,Severe,23.566666666666666,56.416666666666664,2.5383333333333336,202.54166666666666,0.0,4,6,96
Delhi,2020-04-06,333.9,576.3,19.8,128.6,1.2,27.0,8.19,98.8,112.7,5.57,1.32,3.23,258.8,Severe,25.5625,50.0,2.734166666666667,265.6666666666667,0.0,4,0,97
Delhi,2020-04-07,410.6,138.3,105.2,76.5,147.7,0.4,6.56,90.8,68.6,18.36,29.69,8.75,25.6,Severe,24.754166666666666,48.291666666666664,3.7687500000000003,325.2916666666667,0.0,4,1,98
Delhi,2020-04-08,347.6,499.3,72.8,55.7,102.1,22.5,8.91,28.2,12.8,16.21,13.34,4.31,448.9,Severe,24.5625,48.458333333333336,3.2870833333333334,304.3333333333333,0.0,4,2,99
Delhi,2020-04-09,114.6,519.5,179.6,100.2,78.7,6.3,7.75,20.6,138.4,10.83,7.74,4.35,75.2,Very Poor,24.270833333333332,49.333333333333336,2.8470833333333334,316.375,0.0,4,3,100
